OrderID,OrderDate,Product,Quantity,UnitPrice,Region,SalesRep,Status
ORD-100884,"Nov 27, 2023",Widget B,1.0,N/A,SOUTH,  Fiona Grant  ,Completed
ORD-100159,16-10-2023,Widget B,2.0,29.57,North,Alice Khan,Completed
ORD-101642,2023/07/04,Gadget Y,1.0,48.57,North,Charlie Lee ,  Completed  
ORD-100993,"Oct 24, 2024",Gadget X,2.0,257.91,  North  ,Dana White,  Completed  
ORD-101686,01/09/2024,Sprocket,2.0,302.8, East,,completed
ORD-100498,10/05/2024,Gadget Y,1.0,301.39,,  Alice Khan  ,Completed
ORD-100226,"May 24, 2023",Gizmo Pro,4.0,368.1,,  Evan Brooks  ,Completed
ORD-100779,11/28/2023,  Gadget X  ,1.0,,West,  Evan Brooks  ,Refunded
ORD-100154,2024-03-23,Gadget X,1.0,223.74,West ,,COMPLETED
ORD-100869,2024/01/22,Doohickey,-1.0,-482.25,SOUTH,Bob Smith,  Cancelled  
ORD-101889,2023/04/10,Doohickey,3.0,$228.96,SOUTH,Alice Khan,  completed  
ORD-101632,"Apr 01, 2024",Sprocket,1.0,49.59,  East  ,Charlie Lee,COMPLETED
ORD-101052,"Jan 03, 2023",Sprocket,1.0,461.91,SOUTH,Fiona Grant,Completed
ORD-101840,25-07-2024,Widget A,3.0,486.59,West,  alice khan  ,COMPLETED
ORD-100089,2023/04/21,Widget A,2.0,,SOUTH,Fiona Grant,Completed
ORD-100527,"Aug 23, 2024",Widget B,0.0,85.94,North,,COMPLETED
ORD-100422,2024-11-15,Widget A,4.0,183.5,North,,  Completed  
ORD-101043,10/30/2023,Widget A,4.0,N/A,West ,Evan Brooks,Completed
ORD-101124,2024/03/24,  Sprocket  ,1.0,332.06,SOUTH,Bob Smith,Cancelled
ORD-100402,"Aug 29, 2024",Widget B,1.0,331.07,West,Fiona Grant,Completed
ORD-100207,02-10-2023,Widget B,2.0,172.19,North,Evan Brooks,COMPLETED
ORD-101498,09/28/2023,Widget A,2.0,307.68,,alice khan,Completed
ORD-100347,2024/12/29,Widget B,4.0,353.74,North,,COMPLETED
ORD-101399,09-04-2024,widget a,2.0,328.0,West,Evan Brooks,Pending
ORD-101241,08/15/2023,Gadget X,2.0,$483.81,north,Charlie Lee,Refunded
ORD-100614,2024/04/27,Gadget X,3.0,306.65,North,Charlie Lee,COMPLETED
ORD-101714,"Dec 26, 2024",widget a,3.0,$265.09,West,alice khan,Completed
ORD-100132,"Aug 04, 2024",  Widget B  ,1.0,491.58,North,Charlie Lee ,Cancelled
ORD-100322,2023-12-05,Doohickey,3.0,,South,Charlie Lee ,Completed
ORD-101177,"Dec 02, 2023",,2.0,98.97,East,alice khan,completed
ORD-100840,22-08-2023,Doohickey,3.0,228.31,South,Bob Smith,Refunded
ORD-100581,2024/08/21,Widget B,2.0,498.27, East,Dana White,COMPLETED
ORD-100952,09-11-2023,Gadget X,2.0,410.47,East,Fiona Grant,Completed
ORD-101914,"Apr 24, 2024",Widget B,4.0,$235.1,South,Evan Brooks,Pending
ORD-100098,2024/10/19,Gizmo Pro,3.0,367.72,   East  ,  Fiona Grant  ,COMPLETED
ORD-100920,2023-05-22,Widget B,1.0,226.06,West,Charlie Lee ,  Refunded  
ORD-101656,2024-04-22,Doohickey,5.0,250.43,North,Bob  Smith,Completed
ORD-100570,24-06-2023,Gadget X,0.0,172.29,North,Fiona Grant,COMPLETED
ORD-100145,24-05-2023,Thingamajig,2.0,7.88,West,Fiona Grant,Completed
ORD-100695,2024/01/13,,1.0,$167.01,SOUTH,  Dana White  ,Refunded
ORD-101160,08/14/2024,Widget A,-1.0,41.49,SOUTH,Bob  Smith,Pending
ORD-101561,31-05-2023,Gadget X,5.0,116.81,North,Evan Brooks,Refunded
ORD-101673,08/05/2024,Gadget X,3.0,51.9,north,Charlie Lee,Cancelled
ORD-100326,"Nov 08, 2024",,2.0,136.46,North,Bob Smith,Cancelled
ORD-101659,04/26/2023,GADGET X,3.0,469.23,north,Charlie Lee ,Completed
ORD-101322,2024/08/02,Widget B,2.0,447.61,  West   ,Fiona Grant,  Completed  
ORD-101585,"Jul 03, 2024",Gadget X,4.0,$353.54,South,Dana White,Completed
ORD-100573,05/30/2023,Gadget Y,1.0,,north,Bob Smith,Completed
ORD-100048,2023-12-14,Widget B,1.0,167.46,north,Dana White,Completed
ORD-100791,2024-07-02,Doohickey,1.0,344.32,East,Bob Smith,Refunded
ORD-101476,"Apr 05, 2023",  Sprocket  ,4.0,475.78,,Alice Khan,Completed
ORD-100176,2023/02/26,Widget A,1.0,87.61,,Bob Smith,Completed
ORD-101935,06/07/2023,Sprocket,1.0,244.32,East,Charlie Lee,
ORD-101829,"Jun 07, 2024",Widget A,2.0,173.65,  South  ,Evan Brooks,
ORD-100056,01/26/2023,Widget A,1.0,$214.79,   East  ,  Bob  Smith  ,Cancelled
ORD-100560,2024/12/02,  Gadget X  ,2.0,241.87,,Bob Smith,Refunded
ORD-100545,"Aug 19, 2023",Gadget X,2.0,391.47,South,Charlie Lee,Completed
ORD-101640,2024-08-17,Sprocket,2.0,332.14,North,Dana White,completed
ORD-100160,"Apr 02, 2023",Widget B,3.0,211.03,South,Fiona Grant,Cancelled
ORD-100580,2023/01/27,Gizmo Pro,1.0,133.42,South,  Fiona Grant  ,Completed
ORD-101857,2023/11/21,Thingamajig,4.0,$61.75,East,Fiona Grant,Completed
ORD-101738,2024-07-30,widget a,2.0,86.24,north,alice khan,Pending
ORD-100583,12/07/2023,Gizmo Pro,2.0,442.56,South,Bob Smith,Pending
ORD-101468,11-10-2023,Thingamajig,2.0,134.27,  South  ,alice khan,Pending
ORD-101236,2023-09-23,Thingamajig,3.0,$473.84,North,Alice Khan,Completed
ORD-100958,09-09-2024,Gizmo Pro,2.0,,,Evan Brooks,COMPLETED
ORD-101757,2023-09-02,Widget A,1.0,$462.69,SOUTH,Alice Khan,Completed
ORD-101725,2023/02/02,Gizmo Pro,1.0,63.97,North,Charlie Lee ,Completed
ORD-100379,2024/03/10,Widget A,2.0,$295.65, East,Fiona Grant,Completed
ORD-101929,2023/01/31,Widget B,3.0,9.92,East,Fiona Grant,Cancelled
ORD-101339,2024/07/08,Sprocket,0.0,64.8,South,Evan Brooks,COMPLETED
ORD-100894,2023/06/17,Widget B,1.0,263.89,North,,Refunded
ORD-101565,"Jun 19, 2024",Sprocket,1.0,414.12,north,Charlie Lee,Completed
ORD-101885,16-03-2023,Gadget X,1.0,57.54,South,Dana White,Pending
ORD-101274,2024/08/10,  Widget A  ,3.0,$200.52,West,Alice Khan,Pending
ORD-100171,"Jul 31, 2023",Thingamajig,3.0,412.92,West,  Dana White  ,  Completed  
ORD-100364,2023-01-22,,1.0,,West ,Charlie Lee,Completed
ORD-100989,04/08/2023,Widget B,1.0,393.92,north,Dana White,completed
ORD-101706,03/29/2023,Gadget Y,2.0,496.42, East,Bob Smith,Completed
ORD-100575,02/04/2023,Widget B,1.0,182.98,north,Dana White,Completed
ORD-101020,04/13/2024,Widget A,2.0,359.26,East,  Alice Khan  ,Completed
ORD-101834,"Feb 14, 2023",GADGET X,5.0,217.17,North,Charlie Lee,Completed
ORD-101454,09/04/2023,Widget A,3.0,N/A,South,,Completed
ORD-100901,12/04/2023,  Sprocket  ,3.0,417.51,South,Evan Brooks,  Completed  
ORD-101687,09-08-2024,GADGET X,1.0,450.64,north,Alice Khan,Pending
ORD-101009,2023-05-03,Widget A,3.0,69.3,South,  Bob Smith  ,Pending
ORD-101811,2023-02-26,Widget A,2.0,155.54, East,  Bob Smith  ,Completed
ORD-100453,02-12-2024,Widget A,4.0,-292.12, East,Charlie Lee ,Cancelled
ORD-101260,"Feb 16, 2024",Gadget Y,3.0,,  West  ,Charlie Lee ,COMPLETED
ORD-100475,01-04-2024,  Doohickey  ,2.0,$246.05,South,Fiona Grant,Cancelled
ORD-100775,2024-10-22,Widget B,4.0,N/A,West,Charlie Lee,COMPLETED
ORD-101096,2024-12-18,Widget B,1.0,$201.54,  north  ,Dana White,Completed
ORD-100493,"Sep 21, 2023",  Sprocket  ,1.0,409.34,West ,Charlie Lee,Completed
ORD-101537,2024-12-12,Gadget Y,2.0,82.16,SOUTH,Charlie Lee,Pending
ORD-101248,2023-11-20,Gadget X,1.0,,north,  Dana White  ,Pending
ORD-101496,2023/11/17,Gadget Y,3.0,$5.83,South,Bob Smith,Completed
ORD-101639,2024/01/02,Gizmo Pro,2.0,385.14,East,Bob Smith,Completed
ORD-101166,06/24/2023,Gadget Y,2.0,353.5,  South  ,Charlie Lee,Cancelled
ORD-101718,05-12-2023,widget a,3.0,242.16,  West  ,Bob Smith,COMPLETED
ORD-101047,2023-07-16,Gadget X,1.0,314.49,South,alice khan,  Pending  
ORD-101700,"Oct 02, 2024",Thingamajig,5.0,53.01,West,Fiona Grant,Completed
ORD-100992,2023-07-15,Thingamajig,,234.4,South,Alice Khan,Completed
ORD-101059,07/16/2023,Gizmo Pro,5.0,$310.15,north,Charlie Lee,Completed
ORD-100727,2023-07-04,Doohickey,4.0,N/A,,Charlie Lee,completed
ORD-101147,2023/01/28,Gadget X,0.0,N/A,SOUTH,Evan Brooks,Completed
ORD-100702,04-07-2024,Sprocket,2.0,38.04,,Alice Khan,Pending
ORD-101681,"Mar 25, 2024",Doohickey,4.0,165.82,North,Charlie Lee,Cancelled
ORD-100579,"Sep 09, 2024",Widget A,2.0,32.74,South,Dana White,Pending
ORD-100486,08/23/2024,Doohickey,1.0,424.01,SOUTH,Charlie Lee,Completed
ORD-101313,"Mar 16, 2023",Widget B,2.0,383.23,North,Bob  Smith,  completed  
ORD-100976,12-09-2023,Doohickey,,344.66,East,Dana White,Pending
ORD-100830,04-12-2023,Gadget X,2.0,288.57,West,Bob Smith,  Cancelled  
ORD-100254,2024/04/24,Gizmo Pro,1.0,490.97,,Bob Smith,completed
ORD-100859,14-10-2024,  Widget A  ,5.0,$147.55,  South  ,Evan Brooks,Completed
ORD-100888,2023-05-24,Gadget X,5.0,,North,Fiona Grant,Pending
ORD-100133,"Dec 27, 2024",Sprocket,0.0,268.76,SOUTH,Bob Smith,COMPLETED
ORD-100764,08/25/2023,Sprocket,3.0,242.2,South,  Alice Khan  ,
ORD-101663,2024/02/28,Doohickey,2.0,363.8,South,,Pending
ORD-101450,2023-02-16,Gadget X,2.0,333.36,West ,,  Completed  
ORD-100999,"Jun 04, 2023",Sprocket,1.0,330.42,North,Dana White,
ORD-100927,2023-02-28,Gadget X,1.0,206.07,,  Charlie Lee   ,Cancelled
ORD-100882,18-07-2024,  Sprocket  ,2.0,448.8,West,,  Cancelled  
ORD-100555,17-07-2024,Doohickey,3.0,61.35,East,Evan Brooks,Pending
ORD-101735,"May 22, 2023",Widget A,1.0,67.51,,Bob Smith,Completed
ORD-100764,08/25/2023,Sprocket,3.0,242.2,South,Alice Khan,
ORD-101523,"Jun 18, 2024",Gizmo Pro,4.0,466.12,  East  ,Charlie Lee,Completed
ORD-101665,2024/11/28,Sprocket,4.0,,West,  Charlie Lee  ,Completed
ORD-101185,2023-11-12,Sprocket,2.0,$409.11,North,Alice Khan,Cancelled
ORD-100898,"Aug 25, 2024",Gadget X,0.0,310.65,South,Alice Khan,COMPLETED
ORD-101556,2024-11-28,Thingamajig,1.0,297.22,West,Dana White,
ORD-100640,2024-06-26,Sprocket,3.0,432.05,North,  Evan Brooks  ,Completed
ORD-100478,09/26/2023,Widget A,2.0,,West,Bob  Smith,Pending
ORD-101345,"Sep 27, 2023",,3.0,250.59,north,Fiona Grant,Cancelled
ORD-100500,2023-08-31,,1.0,91.13,,Bob  Smith,
ORD-101758,2023-03-11,widget a,1.0,124.94,North,Charlie Lee,Completed
ORD-101172,28-02-2024,Sprocket,3.0,280.58,North,Bob Smith,Cancelled
ORD-101132,05-11-2023,Gadget X,1.0,281.07,SOUTH,Bob  Smith,Completed
ORD-100685,2023/08/01,Widget B,4.0,$136.18,West,Dana White,Completed
ORD-100039,"Jan 13, 2023",Widget A,1.0,-195.08,West,Alice Khan,Completed
ORD-100263,06/24/2023,Thingamajig,,302.42, East,Dana White,Completed
ORD-101263,2023-04-29,Widget A,3.0,202.38,West ,Bob Smith,COMPLETED
ORD-100982,21-02-2023,Gizmo Pro,5.0,140.62,North,Charlie Lee ,  Pending  
ORD-100563,22-05-2023,widget a,1.0,393.71,South,,  COMPLETED  
ORD-100425,09/02/2024,Thingamajig,1.0,$17.91,SOUTH,Bob Smith,Pending
ORD-100129,2024/10/10,Sprocket,2.0,165.11,South,Fiona Grant,COMPLETED
ORD-100552,11/20/2024,Widget B,4.0,,South,Alice Khan,COMPLETED
ORD-100594,"Aug 13, 2023",Widget A,5.0,399.71, East,  Dana White  ,Completed
ORD-101592,2024/09/30,Gadget X,1.0,$37.36,,,COMPLETED
ORD-100786,2024-03-20,Gizmo Pro,1.0,23.36,north,Alice Khan,Refunded
ORD-101391,2023/05/23,Widget A,1.0,43.16,,Bob Smith,Pending
ORD-100855,2023-05-19,Widget B,3.0,449.85,East,Alice Khan,Completed
ORD-100139,2023/03/29,Gadget X,2.0,$36.81,North,Alice Khan,
ORD-100104,24-05-2023,Widget A,1.0,330.93,,,Completed
ORD-101606,2023/12/29,Thingamajig,2.0,141.53,East,Charlie Lee,Refunded
ORD-101271,2024/09/05,Gadget Y,4.0,$126.05,SOUTH,Fiona Grant,Completed
ORD-101903,17-01-2024,Gadget X,5.0,203.38,South,Alice Khan,
ORD-100358,2024-11-20,Doohickey,3.0,293.93,  West  ,Evan Brooks,completed
ORD-101844,"Feb 28, 2023",Widget A,2.0,$163.19,North,Charlie Lee,Completed
ORD-101164,2024/03/21,Doohickey,1.0,$415.96,north,alice khan,Completed
ORD-100286,2023-12-06,  Gizmo Pro  ,4.0,-31.86,West,Alice Khan,Pending
ORD-100868,2024/10/30,Widget B,2.0,103.73,West,Fiona Grant,COMPLETED
ORD-100468,2023-07-22,Thingamajig,1.0,449.76,West,,completed
ORD-100312,11-05-2023,Thingamajig,1.0,263.93,north,Alice Khan,Completed
ORD-101425,2023-10-23,Gizmo Pro,2.0,145.77,,  Alice Khan  ,Cancelled
ORD-101777,2023-02-15,Widget B,1.0,,,Bob Smith,Pending
ORD-100683,07/30/2023,Gadget Y,1.0,264.58,  West  ,Dana White,Completed
ORD-100607,2024-05-02,Widget B,2.0,461.75,South,  Fiona Grant  ,Completed
ORD-101195,2023/05/13,Widget A,2.0,423.19,  north  ,Evan Brooks,Completed
ORD-100564,2023/05/19,Gadget Y,1.0,228.19, East,Charlie Lee ,Completed
ORD-101534,2024/04/13,Widget A,,$361.28,North,Fiona Grant,
ORD-100329,02/08/2024,widget a,2.0,45.86, East,Charlie Lee ,Completed
ORD-100726,"Jan 15, 2023",  Thingamajig  ,3.0,99.82,  North  ,Dana White,Pending
ORD-100227,14-07-2024,Gizmo Pro,1.0,80.8,,Bob Smith,
ORD-101921,11/30/2023,Doohickey,1.0,$166.44,West ,Evan Brooks,
ORD-100209,2023/05/31,Widget A,1.0,263.98,West ,Fiona Grant,Cancelled
ORD-101753,2024/06/22,  Gadget Y  ,1.0,249.92,East,Charlie Lee,Completed
ORD-101766,2023-05-12,Gadget X,3.0,467.11,  South  ,Evan Brooks,COMPLETED
ORD-101346,2023-01-13,Doohickey,2.0,323.98,,Dana White,Pending
ORD-100595,"Apr 05, 2024",Doohickey,3.0,7.2,South,  Bob Smith  ,Refunded
ORD-100004,2023/08/09,Gadget X,1.0,$483.42,north,  Dana White  ,Completed
ORD-101789,05-04-2024,Sprocket,0.0,-355.1,north,Fiona Grant,COMPLETED
ORD-100502,23-07-2023,Gadget X,1.0,422.79,West,Bob  Smith,  Pending  
ORD-101449,2023-10-03,Widget A,3.0,329.86,East,Bob Smith,Completed
ORD-101328,07/17/2024,Widget A,1.0,-55.44,,Bob Smith,Completed
ORD-101385,22-12-2023,Sprocket,1.0,9.13,north,  Charlie Lee   ,COMPLETED
ORD-100327,2024/08/24,Gadget X,1.0,$435.06,north,Charlie Lee ,Cancelled
ORD-101186,"Nov 09, 2024",GADGET X,,109.76,South,Fiona Grant,Completed
ORD-100557,2023/12/18,  Gizmo Pro  ,3.0,$201.35,North,Fiona Grant,Pending
ORD-101307,"Feb 19, 2023",Gizmo Pro,2.0,332.68,West,Dana White,Completed
ORD-100819,09/10/2023,Gadget X,2.0,N/A,north,Dana White,Completed
ORD-100784,"Feb 18, 2023",Widget B,3.0,N/A,West ,,Completed
ORD-100282,2023-06-10,Sprocket,1.0,179.2,North,,Completed
ORD-100750,2023-08-11,,2.0,$74.31,,Dana White,Pending
ORD-101430,05/21/2023,Gadget X,1.0,493.66,North,Evan Brooks,COMPLETED
ORD-101890,"Jul 26, 2024",,2.0,481.83,  SOUTH  ,Alice Khan,Completed
ORD-101060,"Feb 12, 2023",  Gadget X  ,1.0,316.81,,Fiona Grant,Completed
ORD-101057,"Jan 29, 2024",  Sprocket  ,4.0,481.53,East,Bob Smith,COMPLETED
ORD-100533,2023/11/06,Gadget X,3.0,404.64,West,Bob  Smith,Completed
ORD-101915,"Dec 28, 2024",Gadget X,3.0,$87.16,SOUTH,  Charlie Lee  ,Completed
ORD-100610,2024-10-25,Gadget X,-1.0,,  North  ,Bob Smith,Completed
ORD-100241,13-06-2024,Gizmo Pro,5.0,256.82,West,Alice Khan,COMPLETED
ORD-100886,06/12/2024,Gizmo Pro,1.0,23.09,,Bob Smith,Refunded
ORD-101370,"May 17, 2023",Widget A,2.0,30.2,SOUTH,  Evan Brooks  ,  Pending  
ORD-100047,"Jun 13, 2024",Gizmo Pro,1.0,343.9,  North  ,,Pending
ORD-100968,2023-11-17,Sprocket,3.0,42.96,East,Charlie Lee ,
ORD-100985,12/14/2024,,0.0,$276.26,  North  ,    ,COMPLETED
ORD-100202,2024/09/16,Gizmo Pro,2.0,$248.57,north,Evan Brooks,Cancelled
ORD-100676,2024/09/24,Gizmo Pro,1.0,N/A,  South  ,  Alice Khan  ,completed
ORD-101204,05/10/2023,Gizmo Pro,2.0,11.76,East,Charlie Lee,COMPLETED
ORD-101126,"Feb 15, 2024",Widget B,,146.8,West,Charlie Lee,Completed
ORD-100433,"Jul 13, 2024",  Widget B  ,1.0,364.05,SOUTH,Dana White,Completed
ORD-101076,2023-09-23,Gizmo Pro,,,South,Fiona Grant,
ORD-100225,2023-07-26,Doohickey,5.0,443.47, East,Bob Smith,Pending
ORD-101669,11/16/2023,Sprocket,2.0,100.31,West,Alice Khan,Cancelled
ORD-101722,2024-02-05,Gizmo Pro,2.0,$98.23,East,Fiona Grant,Completed
ORD-101670,11/22/2024,Thingamajig,1.0,253.87,East,Bob Smith,
ORD-101332,"Nov 20, 2023",  Widget B  ,1.0,N/A,,Charlie Lee,Completed
ORD-100419,2023/08/02,Thingamajig,3.0,416.88,East,Dana White,Completed
ORD-101005,2023/04/27,  Widget A  ,1.0,42.82,SOUTH,Charlie Lee ,Cancelled
ORD-100833,2023-10-01,Thingamajig,4.0,321.4,  SOUTH  ,Evan Brooks,Pending
ORD-100803,12/31/2023,,1.0,$64.34,  north  ,Fiona Grant,Completed
ORD-100591,08/31/2024,widget a,3.0,303.59, East,Dana White,Completed
ORD-101181,02/25/2023,  Gizmo Pro  ,3.0,60.81,East,Evan Brooks,Completed
ORD-100756,2024/11/13,Gadget X,2.0,N/A,South,,completed
ORD-101906,2024/12/24,Thingamajig,2.0,273.65, East,Evan Brooks,Cancelled
ORD-101100,12/06/2023,Widget A,1.0,,South,,Completed
ORD-101319,2024-09-01,Widget B,1.0,377.01,South,alice khan,Pending
ORD-100854,02-11-2024,Widget A,1.0,400.67,,Charlie Lee,Refunded
ORD-101538,2023/10/10,Gadget Y,3.0,392.42,  East  ,Charlie Lee,Completed
ORD-100692,06-05-2024,Gizmo Pro,0.0,45.89,East,Bob Smith,  Completed  
ORD-100966,05-04-2023,  Gizmo Pro  ,2.0,$471.43,West,Alice Khan,Refunded
ORD-101029,2024-09-08,Doohickey,4.0,143.34,West,Fiona Grant,Completed
ORD-101895,01/10/2024,Sprocket,1.0,N/A,North,Bob  Smith,completed
ORD-101165,"Sep 09, 2023",Gizmo Pro,2.0,404.43,north,Bob Smith,Refunded
ORD-101084,"Oct 15, 2024",  Gizmo Pro  ,0.0,291.17,West,,Completed
ORD-100138,12/25/2023,Widget A,2.0,9.39,South,Charlie Lee ,Cancelled
ORD-100801,19-08-2023,Gadget X,2.0,275.57,  West   ,alice khan,completed
ORD-100111,2024-12-25,,2.0,$489.12,South,Dana White,  Completed  
ORD-101061,2024-12-05,Widget A,1.0,136.44,,Charlie Lee ,Cancelled
ORD-101917,2023/08/30,  Gadget Y  ,2.0,$266.06,,Fiona Grant,Pending
ORD-100769,22-03-2023,Thingamajig,1.0,478.39, East,Charlie Lee,Completed
ORD-101495,"Feb 01, 2024",Widget A,1.0,481.48,North,Charlie Lee ,Pending
ORD-101493,2024/08/14,Doohickey,2.0,319.96,West ,Charlie Lee,Completed
ORD-101375,2023/12/26,Gadget Y,4.0,448.08,West,Charlie Lee,Completed
ORD-101445,04-07-2024,widget a,4.0,16.5,East,Bob Smith,Pending
ORD-101065,06/30/2024,Gadget X,1.0,198.54,South,Fiona Grant,  Pending  
ORD-101817,09-02-2024,Gadget X,2.0,403.28,East,Dana White,  Completed  
ORD-101894,05/05/2023,Gadget Y,1.0,270.3,  SOUTH  ,Bob  Smith,
ORD-100325,2024/02/14,Thingamajig,3.0,363.68,East,Fiona Grant,Completed
ORD-101453,13-08-2024,  Thingamajig  ,5.0,,  north  ,Evan Brooks,  Completed  
ORD-101040,15-01-2024,Widget B,3.0,409.34,South,Charlie Lee,  Completed  
ORD-100164,2023/09/30,Widget B,2.0,171.83,West ,Dana White,Completed
ORD-101886,"Jun 28, 2024",Widget A,1.0,425.57,West,Alice Khan,Pending
ORD-101731,04-06-2024,Widget B,3.0,333.25,  South  ,  Evan Brooks  ,completed
ORD-100797,17-10-2023,Widget A,1.0,373.18,West,Dana White,Completed
ORD-101466,2023-12-09,,2.0,$135.6,SOUTH,Bob Smith,Refunded
ORD-101131,"Feb 09, 2023",Gadget X,3.0,102.34,  SOUTH  ,Bob Smith,Completed
ORD-101371,2024-02-23,GADGET X,3.0,66.62,  north  ,Dana White,Cancelled
ORD-101127,"May 15, 2024",Widget A,4.0,295.49,  South  ,Alice Khan,Refunded
ORD-100338,01/23/2023,Widget A,2.0,$349.87,,Dana White,Refunded
ORD-100406,"Mar 10, 2023",Gadget Y,5.0,240.26, East,Alice Khan,Completed
ORD-100737,26-10-2024,Widget A,3.0,183.02,South,Dana White,Completed
ORD-100951,"Sep 17, 2024",Widget B,2.0,473.95,,Fiona Grant,Cancelled
ORD-100964,09-12-2023,Widget B,1.0,219.98,North,Bob  Smith,Cancelled
ORD-100250,2024/07/31,Sprocket,2.0,321.57,South,Alice Khan,COMPLETED
ORD-100231,"Mar 11, 2024",Widget B,2.0,405.81,   East  ,Bob Smith,Completed
ORD-100784,2024-10-08,Gizmo Pro,0.0,163.97, East,  Alice Khan  ,  Completed  
ORD-100219,2023/05/24,Thingamajig,2.0,421.57,  North  ,  Charlie Lee  ,Cancelled
ORD-100885,2023-10-19,Widget A,3.0,330.91,,Bob Smith,Completed
,,,,,,,
ORD-101678,"Nov 18, 2024",  Widget B  ,1.0,14.21,East,Bob Smith,completed
ORD-101746,15-02-2023,Thingamajig,2.0,407.69,North,Alice Khan,Cancelled
ORD-100849,2023/12/16,Doohickey,3.0,325.57,East,Dana White,Completed
ORD-101087,2024/12/16,Widget B,0.0,$444.55, East,  Bob Smith  ,COMPLETED
ORD-101668,12/14/2023,Widget A,2.0,494.56,West ,Evan Brooks,Pending
ORD-101918,18-07-2024,Sprocket,2.0,405.46, East,Bob Smith,Cancelled
ORD-101347,2023/04/11,Gadget Y,4.0,46.13,East,Evan Brooks,Refunded
ORD-101920,2023-02-27,Gadget X,1.0,239.57,north,Charlie Lee ,COMPLETED
ORD-100793,2024/07/04,,4.0,365.29,North,Charlie Lee ,Pending
ORD-100811,2023-10-01,  Widget A  ,3.0,294.17,north,Evan Brooks,Cancelled
ORD-101726,2024/09/23,Gizmo Pro,1.0,376.22,North,Fiona Grant,completed
ORD-100014,12/27/2024,Widget B,1.0,$146.03, East,alice khan,Completed
ORD-101256,2023/10/15,Gadget X,2.0,466.37,north,Charlie Lee,completed
ORD-101299,2024/11/11,Thingamajig,2.0,289.67,,Alice Khan,Completed
ORD-101028,09/29/2023,  Doohickey  ,4.0,418.3,,Dana White,Completed
ORD-100072,15-04-2024,Widget A,,$92.43,,Bob Smith,Completed
ORD-101576,"May 04, 2024",Widget A,5.0,478.56, East,,Pending
ORD-101934,2024/07/23,Sprocket,2.0,324.0,,Fiona Grant,Pending
ORD-101864,2024-10-27,Widget A,2.0,221.56,South,Fiona Grant,Cancelled
ORD-100645,05/10/2024,Gadget X,,421.65, East,Bob Smith,Completed
ORD-100863,04/13/2023,  Widget B  ,5.0,255.64,North,Bob Smith,Cancelled
ORD-100077,2024-02-25,Gadget X,4.0,68.3,East,Alice Khan,COMPLETED
ORD-101779,2023-12-15,Gizmo Pro,3.0,262.24,West ,Dana White,Cancelled
ORD-100421,2023-04-28,Sprocket,2.0,$282.01, East,Bob  Smith,Pending
ORD-100135,2024/11/21,Gizmo Pro,1.0,362.53,North,Bob  Smith,completed
ORD-100505,21-11-2023,  Thingamajig  ,3.0,245.72,South,Fiona Grant,  Refunded  
ORD-100389,06/09/2024,Gadget Y,0.0,75.62, East,Bob Smith,Cancelled
ORD-100297,2023-03-30,Gizmo Pro,4.0,499.8,West ,Charlie Lee ,Pending
ORD-100019,07/29/2023,Sprocket,1.0,215.99,East,Dana White,Refunded
ORD-100796,03-07-2023,Gadget X,2.0,248.96,North,  Alice Khan  ,Completed
ORD-101133,2023/03/21,Gadget X,1.0,328.09,  West  ,  Dana White  ,Pending
ORD-101367,15-01-2023,Widget A,,$341.58,East,Bob Smith,  Cancelled  
ORD-101203,13-12-2024,Sprocket,2.0,28.26,north,  Bob Smith  ,Completed
ORD-100929,23-05-2023,Gizmo Pro,-1.0,418.45, East,Dana White,Completed
ORD-101227,2023/09/09,Gizmo Pro,2.0,333.55,north,  Dana White  ,  Completed  
ORD-101063,2023/10/06,Thingamajig,2.0,241.73, East,Bob  Smith,Cancelled
ORD-101205,05-05-2024,Sprocket,1.0,247.09, East,Bob Smith,
ORD-101202,2023/07/13,Gizmo Pro,2.0,$397.27,North,alice khan,
ORD-100448,2024-05-25,Widget A,2.0,185.05,South,Dana White,
ORD-100038,01/01/2024,Thingamajig,3.0,121.09,West ,Evan Brooks,
ORD-101333,14-04-2024,Gadget X,,11.97,north,Bob Smith,Completed
ORD-101637,18-02-2023,Gadget X,2.0,204.0,,,Completed
ORD-101093,2023/06/27,Widget A,1.0,261.05,West ,  Fiona Grant  ,Cancelled
ORD-101400,2024/07/19,  Gizmo Pro  ,1.0,479.45,West ,Charlie Lee ,Pending
ORD-101012,2023-03-13,Widget A,2.0,203.82,South,Fiona Grant,completed
ORD-101664,2023/04/09,  Widget A  ,,133.59,South,,COMPLETED
ORD-101389,2024-11-23,Sprocket,1.0,200.43,SOUTH,alice khan,Refunded
ORD-101605,02-05-2024,Widget A,1.0,490.76,North,Evan Brooks,Cancelled
ORD-100586,2024-07-29,Widget A,3.0,235.9,North,Charlie Lee,Completed
ORD-101142,"Oct 07, 2024",Doohickey,1.0,161.28,West ,Charlie Lee ,Completed
ORD-101121,12/02/2023,Doohickey,1.0,-127.87, East,Fiona Grant,Completed
ORD-100458,29-05-2024,Widget A,5.0,497.29,north,Fiona Grant,
ORD-101321,2023/06/09,Widget B,3.0,,,Evan Brooks,Pending
ORD-101776,2023-04-12,Widget B,0.0,$251.58,South,Alice Khan,completed
